model,held_out_block,generation_seed,test_index,true_class,harmful_target,predicted_probability
error_std_plus_predicted_baseline_action_loss,block_091_110,44109,26,beneficial,0,0.3140576012497434
error_std_plus_predicted_baseline_action_loss,block_091_110,44109,52,beneficial,0,0.7021236928448948
error_std_plus_predicted_baseline_action_loss,block_091_110,44110,6,beneficial,0,0.4688944415963396
error_std_plus_predicted_baseline_action_loss,block_091_110,44110,8,beneficial,0,0.14141952650199766
error_std_x_predicted_baseline_action_loss,block_071_090,44077,46,beneficial,0,0.25154797109795546
error_std_x_predicted_baseline_action_loss,block_071_090,44077,57,beneficial,0,0.28441389882928775
error_std_x_predicted_baseline_action_loss,block_071_090,44078,0,beneficial,0,0.02292233166617205
error_std_x_predicted_baseline_action_loss,block_071_090,44078,7,beneficial,0,0.040275498744333324
error_std_x_predicted_baseline_action_loss,block_071_090,44078,11,beneficial,0,0.04895218257929672
error_std_x_predicted_baseline_action_loss,block_071_090,44078,20,beneficial,0,0.01502550931004978
error_std_x_predicted_baseline_action_loss,block_071_090,44078,31,beneficial,0,0.043241531996767224
error_std_x_predicted_baseline_action_loss,block_071_090,44078,32,beneficial,0,0.04734027868590349
error_std_x_predicted_baseline_action_loss,block_071_090,44078,46,beneficial,0,0.09078707726109153
error_std_x_predicted_baseline_action_loss,block_071_090,44078,47,beneficial,0,0.0593362914206883
error_std_x_predicted_baseline_action_loss,block_071_090,44078,49,beneficial,0,0.07152088022628587
error_std_x_predicted_baseline_action_loss,block_071_090,44078,53,beneficial,0,0.060940482488282786
error_std_x_predicted_baseline_action_loss,block_071_090,44078,61,beneficial,0,0.04073328969034415
error_std_x_predicted_baseline_action_loss,block_071_090,44078,62,harmful,1,0.2731823430696708
error_std_x_predicted_baseline_action_loss,block_071_090,44080,14,beneficial,0,0.013131319394146877
error_std_x_predicted_baseline_action_loss,block_071_090,44080,43,beneficial,0,0.2555844821553305
error_std_x_predicted_baseline_action_loss,block_071_090,44080,62,beneficial,0,0.02877049866690787
error_std_x_predicted_baseline_action_loss,block_071_090,44080,65,beneficial,0,0.05341244396234967
error_std_x_predicted_baseline_action_loss,block_071_090,44081,2,beneficial,0,0.16669703810971076
error_std_x_predicted_baseline_action_loss,block_071_090,44081,12,beneficial,0,0.5002995472868276
error_std_x_predicted_baseline_action_loss,block_071_090,44081,29,beneficial,0,0.16622249867360522
error_std_x_predicted_baseline_action_loss,block_071_090,44081,40,beneficial,0,0.37965467451052426
error_std_x_predicted_baseline_action_loss,block_071_090,44081,44,beneficial,0,0.2949309073695112
error_std_x_predicted_baseline_action_loss,block_071_090,44081,59,beneficial,0,0.2704967783371617
error_std_x_predicted_baseline_action_loss,block_071_090,44082,26,harmful,1,0.3493178790597655
error_std_x_predicted_baseline_action_loss,block_071_090,44084,14,beneficial,0,0.1818476540202606
error_std_x_predicted_baseline_action_loss,block_071_090,44084,15,beneficial,0,0.19104472163601977
error_std_x_predicted_baseline_action_loss,block_071_090,44084,18,beneficial,0,0.24399165993771538
error_std_x_predicted_baseline_action_loss,block_071_090,44084,24,beneficial,0,0.40123037503801473
error_std_x_predicted_baseline_action_loss,block_071_090,44084,26,beneficial,0,0.07343090993395755
error_std_x_predicted_baseline_action_loss,block_071_090,44084,29,beneficial,0,0.2046820268420017
error_std_x_predicted_baseline_action_loss,block_071_090,44085,3,beneficial,0,0.08147087239238478
error_std_x_predicted_baseline_action_loss,block_071_090,44085,20,beneficial,0,0.6249450983923073
error_std_x_predicted_baseline_action_loss,block_071_090,44085,26,beneficial,0,0.6733429909529729
error_std_x_predicted_baseline_action_loss,block_071_090,44085,32,beneficial,0,0.3088114451654211
error_std_x_predicted_baseline_action_loss,block_071_090,44087,0,beneficial,0,0.8847381715791055
error_std_x_predicted_baseline_action_loss,block_071_090,44087,2,beneficial,0,0.6229731200396613
error_std_x_predicted_baseline_action_loss,block_071_090,44087,18,beneficial,0,0.7068270176340451
error_std_x_predicted_baseline_action_loss,block_071_090,44087,44,beneficial,0,0.8023057538740056
error_std_x_predicted_baseline_action_loss,block_091_110,44094,32,beneficial,0,0.32602666760157606
error_std_x_predicted_baseline_action_loss,block_091_110,44095,13,beneficial,0,0.560365454644353
error_std_x_predicted_baseline_action_loss,block_091_110,44095,19,beneficial,0,0.734316428165558
error_std_x_predicted_baseline_action_loss,block_091_110,44095,25,beneficial,0,0.25333675371994324
error_std_x_predicted_baseline_action_loss,block_091_110,44095,29,beneficial,0,0.716791490747102
error_std_x_predicted_baseline_action_loss,block_091_110,44095,33,beneficial,0,0.5215461842338739
error_std_x_predicted_baseline_action_loss,block_091_110,44095,48,beneficial,0,0.28695946261443905
error_std_x_predicted_baseline_action_loss,block_091_110,44096,20,beneficial,0,0.8044652483899297
error_std_x_predicted_baseline_action_loss,block_091_110,44096,22,harmful,1,0.833559972169086
error_std_x_predicted_baseline_action_loss,block_091_110,44097,18,beneficial,0,0.5399361231337111
error_std_x_predicted_baseline_action_loss,block_091_110,44097,22,harmful,1,0.8323137149764033
error_std_x_predicted_baseline_action_loss,block_091_110,44098,6,beneficial,0,0.20484992352031148
error_std_x_predicted_baseline_action_loss,block_091_110,44098,31,beneficial,0,0.24380693169856585
error_std_x_predicted_baseline_action_loss,block_091_110,44099,0,beneficial,0,0.6956494147813604
error_std_x_predicted_baseline_action_loss,block_091_110,44099,4,beneficial,0,0.6155531469825021
error_std_x_predicted_baseline_action_loss,block_091_110,44100,49,beneficial,0,0.5701944585445762
error_std_x_predicted_baseline_action_loss,block_091_110,44101,5,harmful,1,0.6772403956650831
error_std_x_predicted_baseline_action_loss,block_091_110,44103,3,beneficial,0,0.29774357761034276
error_std_x_predicted_baseline_action_loss,block_091_110,44103,4,harmful,1,0.6827856434645914
error_std_x_predicted_baseline_action_loss,block_091_110,44103,33,beneficial,0,0.5927647678854552
error_std_x_predicted_baseline_action_loss,block_091_110,44104,1,harmful,1,0.4879391805544851
error_std_x_predicted_baseline_action_loss,block_091_110,44104,12,beneficial,0,0.45737557644234683
error_std_x_predicted_baseline_action_loss,block_091_110,44104,43,beneficial,0,0.3596210978680295
error_std_x_predicted_baseline_action_loss,block_091_110,44104,52,beneficial,0,0.5279338822103192
error_std_x_predicted_baseline_action_loss,block_091_110,44105,8,beneficial,0,0.36635543782694185
error_std_x_predicted_baseline_action_loss,block_091_110,44105,23,beneficial,0,0.38693327192209925
error_std_x_predicted_baseline_action_loss,block_091_110,44105,24,beneficial,0,0.18057091272687711
error_std_x_predicted_baseline_action_loss,block_091_110,44105,30,beneficial,0,0.338555752557793
error_std_x_predicted_baseline_action_loss,block_091_110,44105,48,beneficial,0,0.3395603024502681
error_std_x_predicted_baseline_action_loss,block_091_110,44106,14,beneficial,0,0.34091308405322157
error_std_x_predicted_baseline_action_loss,block_091_110,44107,5,beneficial,0,0.2586137250881941
error_std_x_predicted_baseline_action_loss,block_091_110,44107,20,beneficial,0,0.259780109847941
error_std_x_predicted_baseline_action_loss,block_091_110,44107,29,beneficial,0,0.24754887488348165
error_std_x_predicted_baseline_action_loss,block_091_110,44107,45,beneficial,0,0.43127023411932053
error_std_x_predicted_baseline_action_loss,block_091_110,44108,5,beneficial,0,0.2705931948430206
error_std_x_predicted_baseline_action_loss,block_091_110,44108,15,beneficial,0,0.5750561047759442
error_std_x_predicted_baseline_action_loss,block_091_110,44108,20,beneficial,0,0.28163142255144535
error_std_x_predicted_baseline_action_loss,block_091_110,44108,21,beneficial,0,0.2550306995307014
error_std_x_predicted_baseline_action_loss,block_091_110,44108,29,beneficial,0,0.24979146903813093
error_std_x_predicted_baseline_action_loss,block_091_110,44108,38,harmful,1,0.6224028419902341
error_std_x_predicted_baseline_action_loss,block_091_110,44108,55,beneficial,0,0.34432439972493345
error_std_x_predicted_baseline_action_loss,block_091_110,44109,2,beneficial,0,0.2423877764723129
error_std_x_predicted_baseline_action_loss,block_091_110,44109,12,beneficial,0,0.5396712052799952
error_std_x_predicted_baseline_action_loss,block_091_110,44109,17,beneficial,0,0.24846185058160367
error_std_x_predicted_baseline_action_loss,block_091_110,44109,18,beneficial,0,0.24163187125812652
error_std_x_predicted_baseline_action_loss,block_091_110,44109,26,beneficial,0,0.24759268948335791
error_std_x_predicted_baseline_action_loss,block_091_110,44109,52,beneficial,0,0.6849629576515229
error_std_x_predicted_baseline_action_loss,block_091_110,44110,6,beneficial,0,0.4359039114272542
error_std_x_predicted_baseline_action_loss,block_091_110,44110,8,beneficial,0,0.2175328023417949
error_std_plus_baseline_action_loss_error,block_071_090,44077,46,beneficial,0,0.021860890245148357
error_std_plus_baseline_action_loss_error,block_071_090,44077,57,beneficial,0,0.09395952225234341
error_std_plus_baseline_action_loss_error,block_071_090,44078,0,beneficial,0,0.0012194713180861474
error_std_plus_baseline_action_loss_error,block_071_090,44078,7,beneficial,0,0.39570937929348443
error_std_plus_baseline_action_loss_error,block_071_090,44078,11,beneficial,0,0.1227913123438848
error_std_plus_baseline_action_loss_error,block_071_090,44078,20,beneficial,0,0.0014287747987117086
error_std_plus_baseline_action_loss_error,block_071_090,44078,31,beneficial,0,0.004305572386794781
error_std_plus_baseline_action_loss_error,block_071_090,44078,32,beneficial,0,0.11334359755993657
error_std_plus_baseline_action_loss_error,block_071_090,44078,46,beneficial,0,0.008134164657694055
error_std_plus_baseline_action_loss_error,block_071_090,44078,47,beneficial,0,0.0004775603671651955
error_std_plus_baseline_action_loss_error,block_071_090,44078,49,beneficial,0,0.13412413941690784
error_std_plus_baseline_action_loss_error,block_071_090,44078,53,beneficial,0,0.005132239143304269
error_std_plus_baseline_action_loss_error,block_071_090,44078,61,beneficial,0,0.0015271173473905655
error_std_plus_baseline_action_loss_error,block_071_090,44078,62,harmful,1,0.91313445607489
error_std_plus_baseline_action_loss_error,block_071_090,44080,14,beneficial,0,0.0039509178602733916
error_std_plus_baseline_action_loss_error,block_071_090,44080,43,beneficial,0,0.33684655258696466
error_std_plus_baseline_action_loss_error,block_071_090,44080,62,beneficial,0,0.004907116738786115
error_std_plus_baseline_action_loss_error,block_071_090,44080,65,beneficial,0,0.012224969651460813
error_std_plus_baseline_action_loss_error,block_071_090,44081,2,beneficial,0,0.03258005285217235
error_std_plus_baseline_action_loss_error,block_071_090,44081,12,beneficial,0,0.054760854250981636
error_std_plus_baseline_action_loss_error,block_071_090,44081,29,beneficial,0,0.029090548114204303
error_std_plus_baseline_action_loss_error,block_071_090,44081,40,beneficial,0,0.5040898000117952
error_std_plus_baseline_action_loss_error,block_071_090,44081,44,beneficial,0,0.03784687662773408
error_std_plus_baseline_action_loss_error,block_071_090,44081,59,beneficial,0,0.024989082311790235
error_std_plus_baseline_action_loss_error,block_071_090,44082,26,harmful,1,0.9988479224870124
error_std_plus_baseline_action_loss_error,block_071_090,44084,14,beneficial,0,0.024260255580974603
error_std_plus_baseline_action_loss_error,block_071_090,44084,15,beneficial,0,0.015976127810082844
error_std_plus_baseline_action_loss_error,block_071_090,44084,18,beneficial,0,0.008071540563958245
error_std_plus_baseline_action_loss_error,block_071_090,44084,24,beneficial,0,0.0021883431114361174
error_std_plus_baseline_action_loss_error,block_071_090,44084,26,beneficial,0,0.18989735354337894
error_std_plus_baseline_action_loss_error,block_071_090,44084,29,beneficial,0,0.030475929747330984
error_std_plus_baseline_action_loss_error,block_071_090,44085,3,beneficial,0,0.011202579334689258
error_std_plus_baseline_action_loss_error,block_071_090,44085,20,beneficial,0,0.6242005390600295
error_std_plus_baseline_action_loss_error,block_071_090,44085,26,beneficial,0,0.09258773643271025
error_std_plus_baseline_action_loss_error,block_071_090,44085,32,beneficial,0,0.01282605355707089
error_std_plus_baseline_action_loss_error,block_071_090,44087,0,beneficial,0,0.2027125370164747
error_std_plus_baseline_action_loss_error,block_071_090,44087,2,beneficial,0,0.17854822917895347
error_std_plus_baseline_action_loss_error,block_071_090,44087,18,beneficial,0,0.22256207691659188
error_std_plus_baseline_action_loss_error,block_071_090,44087,44,beneficial,0,0.3013000133987523
error_std_plus_baseline_action_loss_error,block_091_110,44094,32,beneficial,0,0.17750073057443724
error_std_plus_baseline_action_loss_error,block_091_110,44095,13,beneficial,0,0.18358791784082817
error_std_plus_baseline_action_loss_error,block_091_110,44095,19,beneficial,0,0.6373798982321601
error_std_plus_baseline_action_loss_error,block_091_110,44095,25,beneficial,0,0.06926599578020934
error_std_plus_baseline_action_loss_error,block_091_110,44095,29,beneficial,0,0.20053237122335074
error_std_plus_baseline_action_loss_error,block_091_110,44095,33,beneficial,0,0.13663748919252558
error_std_plus_baseline_action_loss_error,block_091_110,44095,48,beneficial,0,0.4251205963394042
error_std_plus_baseline_action_loss_error,block_091_110,44096,20,beneficial,0,0.7124408594099678
error_std_plus_baseline_action_loss_error,block_091_110,44096,22,harmful,1,0.9356880823016892
error_std_plus_baseline_action_loss_error,block_091_110,44097,18,beneficial,0,0.8430068573945186
error_std_plus_baseline_action_loss_error,block_091_110,44097,22,harmful,1,0.8328272760710258
error_std_plus_baseline_action_loss_error,block_091_110,44098,6,beneficial,0,0.16951383643260615
error_std_plus_baseline_action_loss_error,block_091_110,44098,31,beneficial,0,0.25525698628816573
error_std_plus_baseline_action_loss_error,block_091_110,44099,0,beneficial,0,0.17829824977656053
error_std_plus_baseline_action_loss_error,block_091_110,44099,4,beneficial,0,0.35715320195786326
error_std_plus_baseline_action_loss_error,block_091_110,44100,49,beneficial,0,0.4495035653444639
error_std_plus_baseline_action_loss_error,block_091_110,44101,5,harmful,1,0.8822511336708707
error_std_plus_baseline_action_loss_error,block_091_110,44103,3,beneficial,0,0.2713174643840476
error_std_plus_baseline_action_loss_error,block_091_110,44103,4,harmful,1,0.8741468951852159
error_std_plus_baseline_action_loss_error,block_091_110,44103,33,beneficial,0,0.6548613871080791
error_std_plus_baseline_action_loss_error,block_091_110,44104,1,harmful,1,0.7795348492941564
error_std_plus_baseline_action_loss_error,block_091_110,44104,12,beneficial,0,0.22324933228871482
error_std_plus_baseline_action_loss_error,block_091_110,44104,43,beneficial,0,0.2938404928411072
error_std_plus_baseline_action_loss_error,block_091_110,44104,52,beneficial,0,0.16988716389968406
error_std_plus_baseline_action_loss_error,block_091_110,44105,8,beneficial,0,0.16772182387131299
error_std_plus_baseline_action_loss_error,block_091_110,44105,23,beneficial,0,0.30667108534506865
error_std_plus_baseline_action_loss_error,block_091_110,44105,24,beneficial,0,0.07290955574567287
error_std_plus_baseline_action_loss_error,block_091_110,44105,30,beneficial,0,0.1535620767050827
error_std_plus_baseline_action_loss_error,block_091_110,44105,48,beneficial,0,0.4605292948656574
error_std_plus_baseline_action_loss_error,block_091_110,44106,14,beneficial,0,0.07484259234714619
error_std_plus_baseline_action_loss_error,block_091_110,44107,5,beneficial,0,0.12741624411330774
error_std_plus_baseline_action_loss_error,block_091_110,44107,20,beneficial,0,0.26564278578272976
error_std_plus_baseline_action_loss_error,block_091_110,44107,29,beneficial,0,0.08360620639817626
error_std_plus_baseline_action_loss_error,block_091_110,44107,45,beneficial,0,0.11556938520894637
error_std_plus_baseline_action_loss_error,block_091_110,44108,5,beneficial,0,0.11672094198060334
error_std_plus_baseline_action_loss_error,block_091_110,44108,15,beneficial,0,0.2171733594568883
error_std_plus_baseline_action_loss_error,block_091_110,44108,20,beneficial,0,0.26066843560756264
error_std_plus_baseline_action_loss_error,block_091_110,44108,21,beneficial,0,0.11026331375849817
error_std_plus_baseline_action_loss_error,block_091_110,44108,29,beneficial,0,0.07589636757654938
error_std_plus_baseline_action_loss_error,block_091_110,44108,38,harmful,1,0.7996270386408206
error_std_plus_baseline_action_loss_error,block_091_110,44108,55,beneficial,0,0.1064119448375
error_std_plus_baseline_action_loss_error,block_091_110,44109,2,beneficial,0,0.10582155520666976
error_std_plus_baseline_action_loss_error,block_091_110,44109,12,beneficial,0,0.1871717642612721
error_std_plus_baseline_action_loss_error,block_091_110,44109,17,beneficial,0,0.2614046302988441
error_std_plus_baseline_action_loss_error,block_091_110,44109,18,beneficial,0,0.11985708565947831
error_std_plus_baseline_action_loss_error,block_091_110,44109,26,beneficial,0,0.04359922583712819
error_std_plus_baseline_action_loss_error,block_091_110,44109,52,beneficial,0,0.279173311754094
error_std_plus_baseline_action_loss_error,block_091_110,44110,6,beneficial,0,0.21869918484343698
error_std_plus_baseline_action_loss_error,block_091_110,44110,8,beneficial,0,0.09367299793658372
error_std_x_baseline_action_loss_error,block_071_090,44077,46,beneficial,0,0.023008755257735682
error_std_x_baseline_action_loss_error,block_071_090,44077,57,beneficial,0,0.08978196361660866
error_std_x_baseline_action_loss_error,block_071_090,44078,0,beneficial,0,0.0022724616735205184
error_std_x_baseline_action_loss_error,block_071_090,44078,7,beneficial,0,0.37302289319469667
error_std_x_baseline_action_loss_error,block_071_090,44078,11,beneficial,0,0.11238042533712336
error_std_x_baseline_action_loss_error,block_071_090,44078,20,beneficial,0,0.003056196198656737
error_std_x_baseline_action_loss_error,block_071_090,44078,31,beneficial,0,0.009099277519055827
error_std_x_baseline_action_loss_error,block_071_090,44078,32,beneficial,0,0.07006727852077362
error_std_x_baseline_action_loss_error,block_071_090,44078,46,beneficial,0,0.0051761927992487865
error_std_x_baseline_action_loss_error,block_071_090,44078,47,beneficial,0,0.0001297315006924428
error_std_x_baseline_action_loss_error,block_071_090,44078,49,beneficial,0,0.12466788373697531
error_std_x_baseline_action_loss_error,block_071_090,44078,53,beneficial,0,0.008635088561972018
error_std_x_baseline_action_loss_error,block_071_090,44078,61,beneficial,0,0.0018665897742288383
error_std_x_baseline_action_loss_error,block_071_090,44078,62,harmful,1,0.9408094300068094
error_std_x_baseline_action_loss_error,block_071_090,44080,14,beneficial,0,0.01541281283174948
error_std_x_baseline_action_loss_error,block_071_090,44080,43,beneficial,0,0.30064524130637804
error_std_x_baseline_action_loss_error,block_071_090,44080,62,beneficial,0,0.017515677988873227
error_std_x_baseline_action_loss_error,block_071_090,44080,65,beneficial,0,0.026538556414113464
error_std_x_baseline_action_loss_error,block_071_090,44081,2,beneficial,0,0.049966537822384305
error_std_x_baseline_action_loss_error,block_071_090,44081,12,beneficial,0,0.0324807005787434
error_std_x_baseline_action_loss_error,block_071_090,44081,29,beneficial,0,0.043106356965324555
error_std_x_baseline_action_loss_error,block_071_090,44081,40,beneficial,0,0.4774762867299769
error_std_x_baseline_action_loss_error,block_071_090,44081,44,beneficial,0,0.0419201072093893
error_std_x_baseline_action_loss_error,block_071_090,44081,59,beneficial,0,0.027719656574157946
error_std_x_baseline_action_loss_error,block_071_090,44082,26,harmful,1,0.9990265156825849
error_std_x_baseline_action_loss_error,block_071_090,44084,14,beneficial,0,0.013895550839114073
error_std_x_baseline_action_loss_error,block_071_090,44084,15,beneficial,0,0.015552413298551806
error_std_x_baseline_action_loss_error,block_071_090,44084,18,beneficial,0,0.0041820421881645555
error_std_x_baseline_action_loss_error,block_071_090,44084,24,beneficial,0,0.00014982824422870967
error_std_x_baseline_action_loss_error,block_071_090,44084,26,beneficial,0,0.18499481498797438
error_std_x_baseline_action_loss_error,block_071_090,44084,29,beneficial,0,0.020502829574058603
error_std_x_baseline_action_loss_error,block_071_090,44085,3,beneficial,0,0.021144882023325578
error_std_x_baseline_action_loss_error,block_071_090,44085,20,beneficial,0,0.5917831872356342
error_std_x_baseline_action_loss_error,block_071_090,44085,26,beneficial,0,0.02465566594960643
error_std_x_baseline_action_loss_error,block_071_090,44085,32,beneficial,0,0.0069593187111807965
error_std_x_baseline_action_loss_error,block_071_090,44087,0,beneficial,0,0.07859136449027697
error_std_x_baseline_action_loss_error,block_071_090,44087,2,beneficial,0,0.10170862322063223
error_std_x_baseline_action_loss_error,block_071_090,44087,18,beneficial,0,0.13237969471014105
error_std_x_baseline_action_loss_error,block_071_090,44087,44,beneficial,0,0.1971653977072692
error_std_x_baseline_action_loss_error,block_091_110,44094,32,beneficial,0,0.1736768245302336
error_std_x_baseline_action_loss_error,block_091_110,44095,13,beneficial,0,0.12738214699795636
error_std_x_baseline_action_loss_error,block_091_110,44095,19,beneficial,0,0.5843094841554548
error_std_x_baseline_action_loss_error,block_091_110,44095,25,beneficial,0,0.08108957813198633
error_std_x_baseline_action_loss_error,block_091_110,44095,29,beneficial,0,0.08890527765548527
error_std_x_baseline_action_loss_error,block_091_110,44095,33,beneficial,0,0.09540472495023751
error_std_x_baseline_action_loss_error,block_091_110,44095,48,beneficial,0,0.40623602006230713
error_std_x_baseline_action_loss_error,block_091_110,44096,20,beneficial,0,0.6517554249999469
error_std_x_baseline_action_loss_error,block_091_110,44096,22,harmful,1,0.9711249372555709
error_std_x_baseline_action_loss_error,block_091_110,44097,18,beneficial,0,0.8772281680377622
error_std_x_baseline_action_loss_error,block_091_110,44097,22,harmful,1,0.8554876835737398
error_std_x_baseline_action_loss_error,block_091_110,44098,6,beneficial,0,0.18305700950707413
error_std_x_baseline_action_loss_error,block_091_110,44098,31,beneficial,0,0.2567750448378494
error_std_x_baseline_action_loss_error,block_091_110,44099,0,beneficial,0,0.08068651673836738
error_std_x_baseline_action_loss_error,block_091_110,44099,4,beneficial,0,0.2896287158745663
error_std_x_baseline_action_loss_error,block_091_110,44100,49,beneficial,0,0.41292823936167844
error_std_x_baseline_action_loss_error,block_091_110,44101,5,harmful,1,0.9251746838482805
error_std_x_baseline_action_loss_error,block_091_110,44103,3,beneficial,0,0.2691484593308811
error_std_x_baseline_action_loss_error,block_091_110,44103,4,harmful,1,0.9174868295950002
error_std_x_baseline_action_loss_error,block_091_110,44103,33,beneficial,0,0.6659210613436128
error_std_x_baseline_action_loss_error,block_091_110,44104,1,harmful,1,0.8053174053234063
error_std_x_baseline_action_loss_error,block_091_110,44104,12,beneficial,0,0.19240782871564863
error_std_x_baseline_action_loss_error,block_091_110,44104,43,beneficial,0,0.28848912065846727
error_std_x_baseline_action_loss_error,block_091_110,44104,52,beneficial,0,0.12344227239113477
error_std_x_baseline_action_loss_error,block_091_110,44105,8,beneficial,0,0.15538174442066768
error_std_x_baseline_action_loss_error,block_091_110,44105,23,beneficial,0,0.29209213050360167
error_std_x_baseline_action_loss_error,block_091_110,44105,24,beneficial,0,0.09349752997515315
error_std_x_baseline_action_loss_error,block_091_110,44105,30,beneficial,0,0.15146507463658385
error_std_x_baseline_action_loss_error,block_091_110,44105,48,beneficial,0,0.4515131773785845
error_std_x_baseline_action_loss_error,block_091_110,44106,14,beneficial,0,0.07035625901959128
error_std_x_baseline_action_loss_error,block_091_110,44107,5,beneficial,0,0.1347760700998045
error_std_x_baseline_action_loss_error,block_091_110,44107,20,beneficial,0,0.26560263159048486
error_std_x_baseline_action_loss_error,block_091_110,44107,29,beneficial,0,0.09561860142768647
error_std_x_baseline_action_loss_error,block_091_110,44107,45,beneficial,0,0.09766674500015418
error_std_x_baseline_action_loss_error,block_091_110,44108,5,beneficial,0,0.12174936177919747
error_std_x_baseline_action_loss_error,block_091_110,44108,15,beneficial,0,0.15712981429834957
error_std_x_baseline_action_loss_error,block_091_110,44108,20,beneficial,0,0.2594542672854549
error_std_x_baseline_action_loss_error,block_091_110,44108,21,beneficial,0,0.12077841455930671
error_std_x_baseline_action_loss_error,block_091_110,44108,29,beneficial,0,0.08647571687590677
error_std_x_baseline_action_loss_error,block_091_110,44108,38,harmful,1,0.8382320388298232
error_std_x_baseline_action_loss_error,block_091_110,44108,55,beneficial,0,0.10340292210277476
error_std_x_baseline_action_loss_error,block_091_110,44109,2,beneficial,0,0.11551249324951973
error_std_x_baseline_action_loss_error,block_091_110,44109,12,beneficial,0,0.13725185972534915
error_std_x_baseline_action_loss_error,block_091_110,44109,17,beneficial,0,0.2621098122198356
error_std_x_baseline_action_loss_error,block_091_110,44109,18,beneficial,0,0.1331146508270792
error_std_x_baseline_action_loss_error,block_091_110,44109,26,beneficial,0,0.049499285500039264
error_std_x_baseline_action_loss_error,block_091_110,44109,52,beneficial,0,0.17145647313715903
error_std_x_baseline_action_loss_error,block_091_110,44110,6,beneficial,0,0.19225554011756454
error_std_x_baseline_action_loss_error,block_091_110,44110,8,beneficial,0,0.12056607150627398
